Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
434	PWY-5480	Yes	Yes	3	3	Energy-Metabolism	pyruvate fermentation to ethanol I // pyruvic acid fermentation to ethanol I	Chlamydomonas reinhardtii,Clostridium acetobutylicum,Clostridium pasteurianum,Escherichia coli,Neocallimastix sp. LM-2,Streptococcus	Bacteria	Generation of precursor metabolites and energy							
435	PWY-7902	Yes	Yes	5	3	Lipid-Biosynthesis	glucosylglycerol biosynthesis	Synechocystis sp. PCC 6803	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
436	PWY-6214	Yes	Yes	2	1	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	3-chlorocatechol degradation III (<i>meta</i> pathway)	Pseudomonas sp. MG61,Pseudomonas veronii,Pseudomonas fluorescens,Pseudomonas putida	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Aromatic compound degradation	Chlorinated compound degradation		
437	PWY-7398	Yes	No	8	1	AROMATIC-COMPOUNDS-BIOSYN	coumarins biosynthesis (engineered)	Escherichia coli,Ipomoea batatas,Petroselinum crispum,Rhodotorula glutinis,Arabidopsis thaliana	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
438	PWY-8250	Yes	No	7	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:9 O antigen biosynthesis	Escherichia coli O9,Klebsiella pneumoniae	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
439	PWY-7884	Yes	No	4	1	Protein-Modification	lipoprotein posttranslational modification (Gram-negative bacteria) // lipoprotein lipoylation // Lol pathway	Escherichia coli	Bacteria	Macromolecule modification				Protein modification			
440	PWY-7459	Yes	Yes	2	1	Carbohydrates-Degradation	kojibiose degradation	Caldicellulosiruptor saccharolyticus,Pyrococcus sp. ST04,Thermoanaerobacter brockii	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
441	PWY-5744	Yes	No	13	2	C1-COMPOUNDS // Other-Degradation	glyoxylate assimilation	Chloroflexus aurantiacus,Sulfurisphaera tokodaii	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			C1 Compound utilization and assimilation	Other degradation		
442	PWY-7858	Yes	Yes	6	3	Lipid-Biosynthesis	(5Z)-dodecenoate biosynthesis II // (5Z)-dodec-5-enoate biosynthesis II // <i>cis</i>-dodecenoate biosynthesis II	Helicobacter pylori	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
443	SUCUTIL-PWY	Yes	No	3	1	Carbohydrates-Degradation	sucrose degradation I (sucrose phosphotransferase)	Bacillus subtilis,Clostridium acetobutylicum,Clostridium beijerinckii,Erwinia amylovora,Klebsiella pneumoniae,Lactiplantibacillus plantarum,Lactococcus lactis,Pediococcus pentosaceus,Salmonella enterica,Staphylococcus xylosus,Streptococcus mutans,Vibrio alginolyticus	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
444	1CMET2-PWY	Yes	Yes	9	7	Cofactor-Biosynthesis	folate transformations III (<i>E. coli</i>) // <i>N</i><sup>10</sup>-formyl-THF biosynthesis // <i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis	Escherichia coli	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
445	PWY-8438	Yes	No	8	1	SECONDARY-METABOLITE-BIOSYNTHESIS	corallopyronin A biosynthesis	Corallococcus coralloides	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
446	PWY-8264	Yes	No	3	1	Arsenic-Detoxification	arsenate detoxification I	Escherichia coli	Bacteria	Detoxification				Arsenic detoxification			
447	OANTIGEN-PWY	Yes	Yes	1	1	Super-Pathways // Metabolic-Clusters // Carbohydrates-Biosynthesis	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	Escherichia coli	Bacteria	Biosynthesis	Metabolic clusters	Superpathways		Carbohydrate biosynthesis			
448	QUINATEDEG-PWY	Yes	No	3	1	CYCLITOLS-DEG	quinate degradation I	Acinetobacter baylyi,Gluconobacter oxydans	Bacteria	Degradation/utilization/assimilation				Cyclitol degradation			
449	PWY-5041	Yes	No	3	1	Cofactor-Biosynthesis	<i>S</i>-adenosyl-L-methionine salvage II // activated methyl cycle // SAM cycle // <i>S</i>-adenosyl-L-methionine cycle II	Camellia sinensis,Catharanthus roseus,Lupinus luteus,Mycobacterium tuberculosis,Rattus norvegicus,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
450	LEUSYN-PWY	Yes	Yes	3	2	Amino-Acid-Biosynthesis	L-leucine biosynthesis	Escherichia coli,Leptospira interrogans,Methanocaldococcus jannaschii	Bacteria	Biosynthesis				Amino acid biosynthesis			
451	PWY-6416	Yes	No	3	1	CYCLITOLS-DEG	quinate degradation II	Corynebacterium glutamicum,Amycolatopsis methanolica,Aspergillus nidulans,Neurospora crassa	Bacteria	Degradation/utilization/assimilation				Cyclitol degradation			
452	PWY-6898	Yes	Yes	1	1	Cofactor-Biosynthesis	thiamine diphosphate salvage III // thiamin salvage III	Bacillus subtilis,Saccharomyces cerevisiae,Staphylococcus aureus	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
453	PWY-5913	Yes	No	8	3	Energy-Metabolism	partial TCA cycle (obligate autotrophs) // TCA cycle VI (obligate autotrophs)	Acidithiobacillus thiooxidans,Cyanobium gracile,Geminocystis herdmanii,Synechococcus elongatus,Thiobacillus thioparus	Bacteria	Generation of precursor metabolites and energy							
454	PWY-6992	Yes	No	5	2	Carbohydrates-Degradation	1,5-anhydrofructose degradation	Ensifer adhaerens,Sinorhizobium meliloti	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
455	PWY-6131	Yes	Yes	2	1	Alcohol-Degradation // Carbohydrates-Degradation	glycerol degradation II	Citrobacter freundii,Klebsiella aerogenes,Klebsiella pneumoniae,Schizosaccharomyces pombe	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Alcohol degradation	Carbohydrate degradation		
456	GLYCOLYSIS	Yes	Yes	13	10	Energy-Metabolism	glycolysis I (from glucose 6-phosphate) // Embden-Meyerhof pathway // Embden-Meyerhof-Parnas pathway // EMP pathway // glycolysis (plastidic)	Brassica napus,Escherichia coli,Mycoplasmoides pneumoniae,Ricinus communis,Saccharomyces cerevisiae,Spinacia oleracea,Zea mays,Arabidopsis thaliana	Bacteria	Generation of precursor metabolites and energy							
457	PWY2PN3-14	Yes	No	4	1	Polyamine-Biosynthesis	spermidine biosynthesis IV	Synechocystis sp. PCC 6803	Bacteria	Biosynthesis				Amide, amidine, amine, and polyamine biosynthesis			
458	PWY-7900	Yes	No	8	2	Glycan-Pathways // Carbohydrates-Biosynthesis	glycogen biosynthesis III (from &alpha;-maltose 1-phosphate) // mycobacterial -&alpha;-D-glucan biosynthesis	Mycolicibacterium smegmatis,Mycobacterium tuberculosis	Bacteria	Biosynthesis	Glycan pathways			Carboxylic acid biosynthesis			
459	FAO-PWY	Yes	No	7	2	Fatty-Acid-and-Lipid-Degradation	fatty acid &beta;-oxidation I (generic)	Escherichia coli,Homo sapiens,Sulfolobus acidocaldarius	Bacteria	Degradation/utilization/assimilation				Fatty acid and lipid degradation			
460	HOMOSER-THRESYN-PWY	Yes	Yes	2	2	Amino-Acid-Biosynthesis	L-threonine biosynthesis	Nitratidesulfovibrio vulgaris,Escherichia coli,Methanocaldococcus jannaschii	Bacteria	Biosynthesis				Amino acid biosynthesis			
461	ARGSYNBSUB-PWY	Yes	Yes	10	10	Amino-Acid-Biosynthesis	L-arginine biosynthesis II (acetyl cycle)	Bacillus subtilis,Chlamydomonas,Corynebacterium glutamicum,Glycine max,Methanothermobacter thermautotrophicus,Neisseriaceae,Neurospora crassa,Pseudomonas,Saccharomyces cerevisiae,Thermotoga neapolitana,Thermus aquaticus	Bacteria	Biosynthesis				Amino acid biosynthesis			
462	PWY-8205	Yes	No	4	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:77/<i>Salmonella enterica</i> serotype O:6,14 O antigen biosynthesis	Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
463	PWY-6519	Yes	Yes	8	4	Other-biosynthesis	8-amino-7-oxononanoate biosynthesis I // 7-keto-8-aminopelargonate biosynthesis I	Mycobacterium tuberculosis,Candidatus Nitrososphaera gargensis Ga9.2,Escherichia coli,Francisella tularensis,Haemophilus influenzae,Helicobacter pylori,Prochlorococcus marinus	Bacteria	Biosynthesis				Other biosynthesis			
464	REDCITCYC	Yes	Yes	9	5	Energy-Metabolism	TCA cycle VI (Helicobacter) // Krebs cycle // tricarboxylic acid cycle // TCA cycle // citric acid cycle	Helicobacter pylori	Bacteria	Generation of precursor metabolites and energy							
465	PWY-7248	Yes	No	4	1	Polymer-Degradation // Carbohydrates-Degradation	pectin degradation II	Thermotoga maritima	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Polymeric compound degradation	Carbohydrate degradation		
466	PWY-6123	Yes	Yes	6	5	Nucleotide-Biosynthesis	inosine-5'-phosphate biosynthesis I // IMP biosynthesis I	Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
467	PWY-5703	Yes	Yes	1	1	AMINE-DEG	urea degradation I	Cyberlindnera jadinii,Oleomonas sagaranensis,Saccharomyces cerevisiae,Chlorella sp. (Roon 68)	Bacteria	Degradation/utilization/assimilation				Amide, amidine, amine, and polyamine degradation			
468	PWY0-1545	Yes	Yes	3	2	Lipid-Biosynthesis	cardiolipin biosynthesis III	Escherichia coli	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
469	PWY-8523	Yes	No	11	1	SECONDARY-METABOLITE-BIOSYNTHESIS	altemicidin, SB-203207, and SB-203208 biosynthesis	Streptomyces sioyaensis,Streptomyces sp. NCIMB40513	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
470	PWY-66	Yes	Yes	1	1	Carbohydrates-Biosynthesis	GDP-L-fucose biosynthesis I (from GDP-D-mannose) // GDP-L-fucose biosynthesis I (<i>de novo</i> synthesis)	Escherichia coli,Homo sapiens,Mortierella alpina,Arabidopsis thaliana	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
471	PWY-5922	Yes	Yes	6	1	SECONDARY-METABOLITE-DEGRADATION	(4<i>R</i>)-carveol and (4<i>R</i>)-dihydrocarveol degradation	Rhodococcus erythropolis	Bacteria	Degradation/utilization/assimilation				Secondary metabolite degradation			
472	PWY-8224	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:157/<i>Salmonella enterica</i> serotype O:30 O antigen biosynthesis	Escherichia coli O157,Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
473	PWY8J2-27	Yes	Yes	3	2	Nucleic-Acid-Processing	tRNA-uridine<sup>34</sup> modifications (<i>B. subtilis</i>)	Bacillus subtilis	Bacteria	Macromolecule modification				Nucleic acid processing			
474	PWY-8276	Yes	Yes	2	1	AROMATIC-COMPOUNDS-BIOSYN	4-aminobenzoate biosynthesis II // pABA biosynthesis II // <i>p</i>-aminobenzoate biosynthesis II	Bacillus anthracis,Halalkalibacterium halodurans,Bacillus subtilis,Bacillus velezensis,Rippkaea orientalis,Stenotrophomonas maltophilia,Xylella fastidiosa	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
475	GLYCEROLMETAB-PWY	Yes	Yes	2	1	Alcohol-Degradation // Carbohydrates-Degradation	glycerol degradation V	Escherichia coli	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Alcohol degradation	Carbohydrate degradation		
476	PWY-8525	Yes	Yes	8	5	Lipid-Biosynthesis	odd <i>iso</i>-branched-chain fatty acid biosynthesis II	uncultured bacterium EC5	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
477	PWY-6609	Yes	Yes	3	2	Nucleotide-Biosynthesis	adenine and adenosine salvage III // adenosine nucleotides salvage III	Escherichia coli,Halobacterium salinarum,Homo sapiens,Mycoplasmoides pneumoniae	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
478	PWY-7626	Yes	No	8	1	SECONDARY-METABOLITE-BIOSYNTHESIS	bacilysin biosynthesis	Bacillus subtilis	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
479	PWY-3801	Yes	Yes	5	4	Carbohydrates-Degradation	sucrose degradation II (sucrose synthase)	Glycine max,Oryza sativa,Pisum sativum,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
480	PWY-7990	Yes	Yes	3	1	SECONDARY-METABOLITE-BIOSYNTHESIS	staphyloferrin A biosynthesis	Staphylococcus aureus	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
481	PWY-8088	Yes	Yes	4	3	AROMATIC-COMPOUNDS-BIOSYN	dipicolinate biosynthesis // dipicolinic acid biosynthesis	Priestia megaterium,Bacillus subtilis	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
482	PWY-8354	Yes	No	5	1	Fatty-Acid-and-Lipid-Degradation	adipate degradation	Acinetobacter baylyi,Cupriavidus necator,Pseudomonas fluorescens,Rhodopseudomonas palustris	Bacteria	Degradation/utilization/assimilation				Fatty acid and lipid degradation			
483	PWY-3661	Yes	No	6	2	AMINE-DEG	glycine betaine degradation I	Aphanothece halophytica,Arthrobacter globiformis,Corynebacterium sp.,Pseudomonas putida group,Sinorhizobium meliloti,Sinorhizobium meliloti Rm2011	Bacteria	Degradation/utilization/assimilation				Amide, amidine, amine, and polyamine degradation			
484	PWY0-1561	Yes	Yes	2	1	Energy-Metabolism	glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer	Pseudomonas putida,Escherichia coli	Bacteria	Generation of precursor metabolites and energy							
485	PWY-8189	Yes	Yes	2	1	Amino-Acid-Degradation // Energy-Metabolism	L-alanine degradation V (oxidative Stickland reaction) // L-alanine fermentation	Anaerotignum propionicum,Megasphaera elsdenii	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
486	PWY-6588	Yes	Yes	5	4	Energy-Metabolism	pyruvate fermentation to acetone // acetone fermentation // pyruvic acid fermentation to acetone	Clostridium acetobutylicum,Clostridium beijerinckii,Clostridium botulinum,Clostridium pasteurianum,Clostridium saccharobutylicum	Bacteria	Generation of precursor metabolites and energy							
487	PWY-8195	Yes	No	6	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Salmonella enterica</i> serotype O:9 O antigen biosynthesis // group D1 <i>Salmonella</i> O antigen biosynthesis	Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
488	PWY-6722	Yes	No	5	1	SECONDARY-METABOLITE-BIOSYNTHESIS	candicidin biosynthesis	Streptomyces griseus,Streptomyces sp. FR-008	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
489	PWY-8275	Yes	Yes	1	1	Energy-Metabolism	pyruvate decarboxylation to acetyl CoA III // acetyl-CoA biosynthesis III	Anaerotignum propionicum,Chlamydomonas reinhardtii,Clostridium acetobutylicum,Escherichia coli,Halobacterium salinarum,Hydrogenobacter thermophilus,Pyrococcus furiosus,Trichomonas vaginalis	Bacteria	Generation of precursor metabolites and energy							
490	TRYPDEG-PWY	Yes	Yes	1	1	Amino-Acid-Degradation	L-tryptophan degradation II (via pyruvate) // L-tryptophan degradation II (via pyruvic acid )	Aeromonas hydrophila,Klebsiella aerogenes,Escherichia coli,Fusobacterium varium,Paenibacillus alvei,Pasteurella multocida,Cutibacterium acnes,Proteus vulgaris,Symbiobacterium thermophilum,Vibrio cholerae,Vibrio harveyi,Bacteroides sp. DeMoss 69,Vibrio sp.	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
491	ASPARAGINE-BIOSYNTHESIS	Yes	Yes	1	1	Amino-Acid-Biosynthesis	L-asparagine biosynthesis I	Escherichia coli,Bos taurus,Homo sapiens,Rattus norvegicus,Saccharomyces cerevisiae	Bacteria	Biosynthesis				Amino acid biosynthesis			
492	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Yes	Yes	4	1	AROMATIC-COMPOUNDS-DEGRADATION	protocatechuate degradation II (ortho-cleavage pathway) // protocatechuate branch of the 3-oxoadipate pathway // protocatechuate branch of the 3-ketoadipate pathway // protocatechuate branch of the &beta;-ketoadipate pathway // protocatechuate degradation via ortho-cleavage // protocatechuate degradation via the &beta;-ketoadipate pathway // protocatechuate 3,4-cleavage	Acinetobacter calcoaceticus,Pseudomonas putida	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
493	PYRUVDEHYD-PWY	Yes	Yes	3	3	CARBOXYLATES-DEG // Energy-Metabolism	pyruvate decarboxylation to acetyl CoA I // pyruvate dehydrogenase complex // acetyl-CoA biosynthesis I (pyruvate dehydrogenase complex) // pyruvic acid decarboxylation to acetyl CoA // pyruvate dehydrogenase system	Escherichia coli,Homo sapiens,Pisum sativum	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Carboxylic acid degradation			
494	PWY-7530	Yes	No	7	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:104 O antigen biosynthesis	Escherichia coli O104	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
495	PWY0-1477	Yes	Yes	5	4	AMINE-DEG	ethanolamine utilization	Escherichia coli,Salmonella enterica	Bacteria	Degradation/utilization/assimilation				Amide, amidine, amine, and polyamine degradation			
496	PWY-6471	Yes	Yes	5	3	Antibiotic-Resistance // Super-Pathways // Cell-Structure-Biosynthesis	peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)	Enterococcus faecium,Enterococcus hirae,Lactococcus lactis	Bacteria	Biosynthesis	Detoxification	Superpathways		Cell structure biosynthesis	Antibiotic resistance		
497	PWY-7003	Yes	Yes	6	6	Super-Pathways // Energy-Metabolism	glycerol degradation to butanol	Clostridium saccharobutylicum,Clostridium acetobutylicum,Clostridium pasteurianum	Bacteria	Generation of precursor metabolites and energy	Superpathways						
498	PWY-6507	Yes	No	5	2	Carbohydrates-Degradation	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation // 5-dehydro-4-deoxy-D-glucuronate degradation	Dickeya dadantii,Escherichia coli,Pectobacterium carotovorum,Pseudomonas sp.,Streptococcus agalactiae,Yersinia enterocolitica,Erwinia chrysanthemi EC16	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
499	PWY-8279	Yes	No	9	3	Lipid-Biosynthesis	palmitate biosynthesis III (type II fatty acid synthase, NADPH-dependent enoyl-[acp] reductase)	Porphyromonas gingivalis	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
500	PWY0-823	Yes	Yes	2	2	Amino-Acid-Degradation	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
501	PWY-5647	Yes	No	4	1	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	2-nitrobenzoate degradation I	Burkholderia terrae,Pseudomonas fluorescens	Bacteria	Degradation/utilization/assimilation	Superpathways			Aromatic compound degradation			
502	PWY-4101	Yes	Yes	2	2	Alcohol-Degradation // Carbohydrates-Degradation	D-sorbitol degradation I // sorbitol utilization	Aspergillus niger,Bacillus subtilis,Gluconobacter,Malus domestica,Pyrus pyrifolia,Trichoderma reesei,Arabidopsis thaliana	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Alcohol degradation	Carbohydrate degradation		
